,leftEmployer,jobLength_old,avgSalary,ratingBusinessOutlook,ratingCareerOpportunities,ratingCeo,ratingCompensationAndBenefits,ratingCultureAndValues,ratingOverall,ratingRecommendToFriend,ratingSeniorManagement,ratingWorkLifeBalance,employeesTotalNum
18,1,27.513513513513512,80.30630630630631,98.04504504504504,98.87387387387388,95.24324324324324,86.74774774774775,85.87387387387388,94.53153153153153,91.43243243243244,97.26126126126127,82.54054054054055,1006
19,1,74.72972972972973,80.16216216216216,20.74774774774775,54.432432432432435,15.774774774774775,26.89189189189189,70.06306306306307,41.432432432432435,42.5045045045045,32.8018018018018,15.0990990990991,176187
20,1,5.657657657657658,87.8108108108108,99.45945945945945,28.07207207207207,95.24324324324324,36.108108108108105,87.47747747747748,3.1621621621621623,6.702702702702703,3.135135135135135,3.918918918918919,15000
21,1,12.09009009009009,86.36036036036036,51.16216216216216,48.54054054054054,63.4954954954955,44.846846846846844,41.108108108108105,49.090090090090094,55.44144144144144,60.85585585585586,45.387387387387385,241359
22,1,18.216216216216218,85.37837837837837,2.630630630630631,4.081081081081081,3.5495495495495497,29.405405405405407,4.8108108108108105,9.612612612612613,6.702702702702703,2.4144144144144146,9.972972972972974,45000
23,0,66.43243243243244,23.315315315315317,70.91891891891892,74.84684684684684,58.14414414414414,52.711711711711715,67.74774774774775,86.52252252252252,82.82882882882883,72.96396396396396,75.71171171171171,5000
24,1,31.7027027027027,47.252252252252255,12.324324324324325,16.765765765765767,18.963963963963963,15.036036036036036,14.936936936936936,14.64864864864865,19.936936936936938,26.954954954954953,47.68468468468468,32356
25,1,5.657657657657658,0.13513513513513514,94.74774774774775,82.14414414414415,95.24324324324324,69.76576576576576,94.74774774774775,97.48648648648648,98.09909909909909,96.17117117117117,96.51351351351352,13196
26,1,12.09009009009009,87.52252252252252,94.74774774774775,91.29729729729729,81.10810810810811,87.15315315315316,75.54054054054055,88.13513513513513,88.72072072072072,85.06306306306307,66.13513513513513,28000
27,1,27.513513513513512,30.90990990990991,23.873873873873872,59.711711711711715,65.49549549549549,62.37837837837838,67.09009009009009,73.04504504504504,73.82882882882883,67.97297297297297,93.30630630630631,8000
28,1,12.09009009009009,42.765765765765764,38.88288288288288,71.09009009009009,54.567567567567565,75.8018018018018,54.306306306306304,56.990990990990994,49.090090090090094,59.93693693693694,74.65765765765765,16000
29,0,61.693693693693696,32.72072072072072,83.65765765765765,89.48648648648648,87.42342342342343,76.990990990991,98.54954954954955,95.22522522522523,94.8018018018018,97.55855855855856,93.71171171171171,6635
30,0,56.567567567567565,48.234234234234236,95.90990990990991,98.73873873873873,81.10810810810811,84.52252252252252,97.07207207207207,97.87387387387388,90.01801801801801,98.63963963963964,60.78378378378378,1157
31,0,64.21621621621621,2.225225225225225,80.06306306306307,71.09009009009009,71.0,64.14414414414415,67.09009009009009,53.612612612612615,57.270270270270274,53.73873873873874,26.855855855855857,371000
32,1,51.189189189189186,13.315315315315315,45.3963963963964,52.24324324324324,63.4954954954955,75.8018018018018,56.846846846846844,49.990990990990994,59.270270270270274,50.73873873873874,40.126126126126124,129200
33,0,90.98198198198199,59.24324324324324,97.4054054054054,94.09909909909909,81.10810810810811,97.51351351351352,98.36936936936937,96.49549549549549,96.62162162162163,98.45045045045045,96.09909909909909,110000
34,1,71.65765765765765,91.95495495495496,27.35135135135135,63.65765765765766,32.86486486486486,52.711711711711715,62.83783783783784,51.792792792792795,57.270270270270274,71.37837837837837,73.77477477477477,56218
35,0,5.657657657657658,83.15315315315316,43.08108108108108,91.68468468468468,95.24324324324324,77.8018018018018,63.4054054054054,66.04504504504504,52.14414414414414,81.34234234234235,77.34234234234235,10000
36,1,39.450450450450454,68.66666666666667,40.873873873873876,44.63963963963964,95.24324324324324,47.693693693693696,29.8018018018018,28.73873873873874,28.28828828828829,38.16216216216216,49.45945945945946,10000
37,1,5.657657657657658,53.252252252252255,98.44144144144144,61.873873873873876,61.72072072072072,39.270270270270274,65.21621621621621,55.04504504504504,82.82882882882883,80.08108108108108,37.351351351351354,241359
38,1,56.567567567567565,95.92792792792793,96.8108108108108,36.711711711711715,18.963963963963963,8.54954954954955,79.90090090090091,36.34234234234234,47.513513513513516,18.225225225225227,70.81981981981981,2744
39,0,5.657657657657658,23.783783783783782,56.7027027027027,74.84684684684684,48.189189189189186,66.53153153153153,61.67567567567568,65.29729729729729,82.82882882882883,81.76576576576576,66.98198198198199,4175
40,1,23.0990990990991,20.52252252252252,73.63063063063063,44.63963963963964,53.2972972972973,43.090090090090094,58.73873873873874,45.26126126126126,55.44144144144144,52.57657657657658,40.9009009009009,371000
41,0,18.216216216216218,32.972972972972975,67.86486486486487,45.3963963963964,73.1891891891892,55.22522522522522,96.1981981981982,67.43243243243244,80.95495495495496,71.97297297297297,56.65765765765766,80000
42,0,51.189189189189186,38.792792792792795,88.31531531531532,83.77477477477477,73.1891891891892,55.22522522522522,84.77477477477477,89.51351351351352,88.72072072072072,86.03603603603604,76.44144144144144,2868
43,1,66.43243243243244,51.189189189189186,13.594594594594595,15.477477477477477,27.98198198198198,16.46846846846847,20.54054054054054,12.477477477477477,23.90990990990991,30.036036036036037,49.45945945945946,3000
44,1,51.189189189189186,72.46846846846847,67.86486486486487,36.711711711711715,48.189189189189186,30.603603603603602,19.7027027027027,36.34234234234234,42.5045045045045,45.4954954954955,63.86486486486486,132000
45,0,61.693693693693696,3.7927927927927927,29.396396396396398,11.207207207207206,3.954954954954955,28.43243243243243,0.8288288288288288,4.792792792792793,5.405405405405405,10.36936936936937,12.27927927927928,2200000
46,1,56.567567567567565,3.7927927927927927,11.27027027027027,5.927927927927928,3.765765765765766,21.09009009009009,25.774774774774773,23.513513513513512,16.72972972972973,11.81081081081081,18.576576576576578,140000
47,1,56.567567567567565,22.28828828828829,77.90990990990991,90.78378378378379,95.24324324324324,73.5945945945946,59.42342342342342,98.27927927927928,23.90990990990991,84.52252252252252,70.81981981981981,140000
48,1,59.13513513513514,75.35135135135135,73.63063063063063,77.65765765765765,46.47747747747748,50.27927927927928,93.1891891891892,56.990990990990994,42.5045045045045,71.97297297297297,35.42342342342342,341000
49,1,51.189189189189186,51.486486486486484,62.5945945945946,66.18018018018019,67.47747747747748,86.38738738738739,74.48648648648648,68.77477477477477,77.70270270270271,67.97297297297297,66.98198198198199,10000
50,0,56.567567567567565,48.55855855855856,70.91891891891892,74.84684684684684,58.14414414414414,52.711711711711715,67.74774774774775,86.52252252252252,82.82882882882883,72.96396396396396,75.71171171171171,5000
51,1,18.216216216216218,85.009009009009,75.26126126126127,76.85585585585585,75.51351351351352,73.5945945945946,74.48648648648648,85.54054054054055,96.62162162162163,88.54954954954955,91.98198198198199,10400
52,1,66.43243243243244,58.78378378378378,43.08108108108108,82.66666666666667,51.6036036036036,59.153153153153156,48.531531531531535,58.567567567567565,57.270270270270274,65.63963963963964,75.71171171171171,132000
53,0,70.08108108108108,50.21621621621622,91.21621621621621,26.396396396396398,36.72072072072072,88.09009009009009,42.792792792792795,36.34234234234234,53.747747747747745,42.891891891891895,26.855855855855857,9100
54,0,85.65765765765765,64.54054054054055,54.828828828828826,11.936936936936936,18.045045045045047,4.7207207207207205,38.0,4.45945945945946,15.81981981981982,18.7027027027027,27.945945945945947,58
55,1,18.216216216216218,11.063063063063064,31.36036036036036,35.945945945945944,28.98198198198198,83.33333333333333,28.46846846846847,39.927927927927925,36.234234234234236,33.468468468468465,21.44144144144144,444000
56,1,98.16216216216216,81.36936936936937,89.91891891891892,74.11711711711712,95.24324324324324,26.89189189189189,98.09009009009009,85.54054054054055,82.82882882882883,90.44144144144144,89.72072072072072,141000
57,1,79.34234234234235,43.77477477477478,40.873873873873876,27.504504504504503,95.24324324324324,47.03603603603604,40.009009009009006,58.567567567567565,69.31531531531532,54.369369369369366,81.50450450450451,36000
58,1,74.72972972972973,17.225225225225227,62.5945945945946,46.13513513513514,54.567567567567565,39.873873873873876,54.306306306306304,49.990990990990994,46.108108108108105,52.57657657657658,44.585585585585584,341000
59,1,27.513513513513512,27.46846846846847,7.153153153153153,38.81981981981982,4.405405405405405,72.75675675675676,41.108108108108105,20.34234234234234,22.61261261261261,24.063063063063062,26.855855855855857,224000
60,0,76.1891891891892,90.72072072072072,8.207207207207206,84.69369369369369,95.24324324324324,79.94594594594595,80.42342342342343,68.77477477477477,52.14414414414414,53.73873873873874,71.83783783783784,529688
61,1,61.693693693693696,98.10810810810811,43.08108108108108,49.567567567567565,73.1891891891892,81.66666666666667,70.06306306306307,53.612612612612615,57.270270270270274,67.97297297297297,37.351351351351354,15800
62,1,68.34234234234235,79.16216216216216,17.486486486486488,21.17117117117117,58.14414414414414,27.423423423423422,55.432432432432435,15.864864864864865,15.81981981981982,20.666666666666668,64.87387387387388,10706
63,1,35.68468468468468,91.29729729729729,51.16216216216216,10.495495495495495,18.045045045045047,96.97297297297297,34.414414414414416,33.729729729729726,31.027027027027028,20.666666666666668,32.98198198198198,1211
64,0,79.34234234234235,88.68468468468468,99.45945945945945,69.27927927927928,95.24324324324324,26.89189189189189,66.37837837837837,59.26126126126126,79.33333333333333,88.54954954954955,19.16216216216216,3700
65,1,51.189189189189186,88.47747747747748,29.396396396396398,61.873873873873876,29.98198198198198,31.783783783783782,31.045045045045047,25.783783783783782,11.657657657657658,30.855855855855857,17.054054054054053,2200000
66,1,61.693693693693696,64.7927927927928,20.74774774774775,17.315315315315317,22.135135135135137,50.27927927927928,25.774774774774773,26.27027027027027,32.77477477477478,9.072072072072071,75.14414414414415,6237
67,1,70.08108108108108,75.10810810810811,31.36036036036036,43.8018018018018,43.252252252252255,29.945945945945947,17.792792792792792,24.0,25.53153153153153,38.16216216216216,56.65765765765766,241000
68,1,5.657657657657658,40.52252252252252,72.27027027027027,82.66666666666667,49.810810810810814,94.14414414414415,41.648648648648646,73.52252252252252,46.108108108108105,96.53153153153153,82.009009009009,4900
69,1,39.450450450450454,34.95495495495496,17.486486486486488,27.504504504504503,73.1891891891892,36.78378378378378,90.50450450450451,70.58558558558559,75.8108108108108,79.0,73.77477477477477,610
70,1,83.6036036036036,87.89189189189189,86.25225225225225,86.22522522522523,73.1891891891892,84.98198198198199,93.1891891891892,89.51351351351352,75.8108108108108,97.37837837837837,93.71171171171171,80
71,0,31.7027027027027,12.26126126126126,0.3963963963963964,52.24324324324324,84.81981981981981,37.96396396396396,72.30630630630631,71.14414414414415,14.846846846846846,47.0,43.24324324324324,206489
72,1,74.72972972972973,10.396396396396396,29.396396396396398,57.486486486486484,30.882882882882882,31.783783783783782,47.891891891891895,49.990990990990994,52.14414414414414,31.666666666666668,39.36036036036036,341000
73,1,1.3513513513513513,56.1981981981982,77.90990990990991,61.873873873873876,48.189189189189186,58.44144144144144,69.55855855855856,71.14414414414415,46.108108108108105,92.98198198198199,89.72072072072072,1900
74,1,35.68468468468468,87.72972972972973,86.25225225225225,54.432432432432435,65.49549549549549,95.50450450450451,88.81981981981981,67.43243243243244,86.03603603603604,49.78378378378378,74.26126126126127,175668
75,1,5.657657657657658,55.26126126126126,85.29729729729729,87.37837837837837,95.24324324324324,94.14414414414415,96.4054054054054,79.8108108108108,91.43243243243244,92.09909909909909,88.009009009009,2870
76,1,61.693693693693696,91.85585585585585,97.62162162162163,78.49549549549549,89.75675675675676,88.81981981981981,97.07207207207207,88.13513513513513,84.65765765765765,95.15315315315316,42.612612612612615,110000
77,0,51.189189189189186,41.711711711711715,67.86486486486487,74.11711711711712,67.47747747747748,77.8018018018018,84.22522522522523,92.08108108108108,91.43243243243244,86.4054054054054,85.12612612612612,26000
78,0,31.7027027027027,95.04504504504504,58.630630630630634,38.18018018018018,69.22522522522523,63.108108108108105,18.0990990990991,27.216216216216218,44.52252252252252,39.01801801801802,58.549549549549546,36000
79,0,70.08108108108108,41.06306306306306,38.88288288288288,45.3963963963964,65.49549549549549,59.927927927927925,34.414414414414416,39.927927927927925,50.648648648648646,42.08108108108108,36.765765765765764,36000
80,1,27.513513513513512,75.8018018018018,96.46846846846847,76.21621621621621,95.24324324324324,47.693693693693696,90.82882882882883,81.66666666666667,77.70270270270271,80.52252252252252,95.17117117117117,68000
81,1,90.98198198198199,83.34234234234235,22.37837837837838,16.765765765765767,14.873873873873874,74.42342342342343,6.198198198198198,18.37837837837838,18.783783783783782,10.36936936936937,12.27927927927928,281450
82,1,35.68468468468468,6.108108108108108,76.75675675675676,82.66666666666667,58.14414414414414,81.66666666666667,83.06306306306307,75.27027027027027,59.270270270270274,65.63963963963964,49.909909909909906,180000
83,0,64.21621621621621,92.75675675675676,82.63963963963964,55.369369369369366,71.0,61.729729729729726,72.30630630630631,66.77477477477477,64.68468468468468,59.93693693693694,81.50450450450451,18730
84,1,5.657657657657658,45.8018018018018,10.216216216216216,11.207207207207206,27.09009009009009,72.75675675675676,85.87387387387388,59.26126126126126,52.14414414414414,58.0990990990991,97.63063063063063,450
85,1,27.513513513513512,57.67567567567568,12.324324324324325,8.18018018018018,38.01801801801802,44.108108108108105,36.288288288288285,10.54054054054054,21.36936936936937,48.9009009009009,26.18918918918919,281450
86,1,68.34234234234235,0.2702702702702703,29.396396396396398,8.513513513513514,12.90990990990991,2.8378378378378377,11.396396396396396,19.18018018018018,19.936936936936938,38.16216216216216,28.666666666666668,420000
87,0,79.34234234234235,62.7027027027027,84.46846846846847,93.55855855855856,95.24324324324324,60.88288288288288,79.90090090090091,98.09909909909909,95.71171171171171,94.44144144144144,82.54054054054055,13196
88,1,68.34234234234235,27.18018018018018,43.08108108108108,54.432432432432435,49.810810810810814,66.53153153153153,38.86486486486486,44.648648648648646,37.585585585585584,41.153153153153156,50.52252252252252,224000
89,0,51.189189189189186,12.495495495495495,19.126126126126128,1.072072072072072,1.2072072072072073,4.1441441441441444,14.936936936936936,1.7387387387387387,1.5765765765765767,1.0810810810810811,2.810810810810811,2200000
90,1,5.657657657657658,76.05405405405405,56.7027027027027,75.57657657657657,79.47747747747748,84.98198198198199,92.01801801801801,64.05405405405405,80.95495495495496,86.03603603603604,73.77477477477477,50000
91,1,31.7027027027027,92.75675675675676,93.0,90.78378378378379,73.1891891891892,81.66666666666667,58.73873873873874,62.666666666666664,59.270270270270274,75.33333333333333,14.252252252252251,230800
92,1,85.65765765765765,50.01801801801802,91.72072072072072,43.8018018018018,95.24324324324324,45.666666666666664,86.96396396396396,73.52252252252252,90.01801801801801,92.98198198198199,77.34234234234235,141000
93,1,27.513513513513512,68.45045045045045,89.91891891891892,95.25225225225225,59.9009009009009,62.37837837837838,77.37837837837837,71.14414414414415,57.270270270270274,83.33333333333333,93.0,2174
94,0,18.216216216216218,27.243243243243242,31.36036036036036,59.711711711711715,46.47747747747748,67.38738738738739,77.37837837837837,74.72072072072072,75.8108108108108,64.26126126126127,74.65765765765765,9061
95,0,73.17117117117117,50.37837837837838,67.86486486486487,72.62162162162163,65.49549549549549,43.55855855855856,60.513513513513516,61.31531531531532,64.68468468468468,76.05405405405405,87.04504504504504,12608
96,1,39.450450450450454,84.0,69.48648648648648,58.4954954954955,30.882882882882882,77.8018018018018,29.063063063063062,40.666666666666664,42.5045045045045,36.531531531531535,42.04504504504504,281450
97,1,56.567567567567565,56.828828828828826,45.3963963963964,47.666666666666664,17.38738738738739,56.207207207207205,61.13513513513514,54.36036036036036,59.270270270270274,58.0990990990991,52.0990990990991,140000
98,0,66.43243243243244,9.126126126126126,13.594594594594595,72.62162162162163,40.333333333333336,79.47747747747748,63.4054054054054,81.66666666666667,86.03603603603604,73.88288288288288,75.14414414414415,28000
99,1,68.34234234234235,61.03603603603604,33.08108108108108,5.927927927927928,1.7567567567567568,17.43243243243243,52.83783783783784,21.765765765765767,28.28828828828829,34.16216216216216,53.52252252252252,243000
100,1,23.0990990990991,40.52252252252252,64.54054054054055,95.02702702702703,81.10810810810811,75.16216216216216,41.108108108108105,68.77477477477477,75.8108108108108,82.32432432432432,33.765765765765764,65000
101,1,12.09009009009009,10.432432432432432,96.8108108108108,18.91891891891892,9.414414414414415,2.054054054054054,18.396396396396398,18.37837837837838,57.270270270270274,4.036036036036036,0.7657657657657657,77800
102,1,12.09009009009009,18.2972972972973,22.37837837837838,23.54054054054054,25.54954954954955,8.432432432432432,26.864864864864863,14.072072072072071,6.108108108108108,54.369369369369366,33.765765765765764,37500
103,1,90.27027027027027,41.24324324324324,0.9459459459459459,3.5855855855855854,95.24324324324324,2.054054054054054,25.234234234234233,2.189189189189189,10.054054054054054,7.657657657657658,5.936936936936937,27500
104,1,27.513513513513512,54.486486486486484,34.85585585585586,78.49549549549549,46.47747747747748,25.44144144144144,8.594594594594595,9.08108108108108,25.53153153153153,7.054054054054054,11.855855855855856,3000
105,1,95.52252252252252,6.90990990990991,22.37837837837838,1.7567567567567568,4.7207207207207205,20.52252252252252,12.26126126126126,5.288288288288288,14.846846846846846,13.18918918918919,5.936936936936937,60000
106,1,39.450450450450454,98.95495495495496,75.26126126126127,62.75675675675676,73.1891891891892,81.66666666666667,72.30630630630631,74.72072072072072,64.68468468468468,90.44144144144144,75.71171171171171,49384
107,0,5.657657657657658,62.18018018018018,64.54054054054055,19.56756756756757,95.24324324324324,55.22522522522522,29.063063063063062,26.73873873873874,55.44144144144144,21.56756756756757,20.36936936936937,23000
108,0,79.34234234234235,82.3963963963964,99.45945945945945,59.711711711711715,69.22522522522523,44.108108108108105,91.45945945945945,76.84684684684684,91.43243243243244,69.33333333333333,71.83783783783784,300464
109,1,27.513513513513512,94.61261261261261,56.7027027027027,46.93693693693694,61.72072072072072,56.207207207207205,73.77477477477477,55.04504504504504,55.44144144144144,49.78378378378378,84.09909909909909,18730
110,1,12.09009009009009,89.62162162162163,94.26126126126127,86.22522522522523,83.14414414414415,96.83783783783784,87.96396396396396,95.76576576576576,90.01801801801801,93.16216216216216,89.25225225225225,4178
111,1,31.7027027027027,95.71171171171171,93.0,90.78378378378379,73.1891891891892,81.66666666666667,58.73873873873874,62.666666666666664,59.270270270270274,75.33333333333333,14.252252252252251,230800
112,0,12.09009009009009,92.75675675675676,56.7027027027027,90.15315315315316,14.873873873873874,93.24324324324324,54.306306306306304,74.12612612612612,73.82882882882883,44.234234234234236,63.27927927927928,128000
113,1,27.513513513513512,34.468468468468465,80.06306306306307,12.333333333333334,49.810810810810814,79.04504504504504,3.054054054054054,15.864864864864865,13.567567567567568,4.171171171171171,1.5045045045045045,56600
114,1,64.21621621621621,67.58558558558559,33.08108108108108,7.927927927927928,12.18018018018018,6.54054054054054,7.756756756756757,7.297297297297297,13.567567567567568,12.783783783783784,27.414414414414413,1400
115,1,5.657657657657658,93.44144144144144,19.126126126126128,63.65765765765766,25.54954954954955,69.76576576576576,37.234234234234236,42.072072072072075,55.44144144144144,55.08108108108108,67.8108108108108,22500
116,1,39.450450450450454,37.171171171171174,95.90990990990991,99.78378378378379,59.9009009009009,99.68468468468468,87.47747747747748,66.04504504504504,80.95495495495496,96.35135135135135,89.25225225225225,30400
117,0,51.189189189189186,50.072072072072075,93.0,97.01801801801801,69.22522522522523,39.873873873873876,87.47747747747748,87.61261261261261,73.82882882882883,96.17117117117117,64.87387387387388,430
118,1,86.63063063063063,63.6036036036036,31.36036036036036,11.207207207207206,4.405405405405405,18.153153153153152,10.522522522522523,12.954954954954955,10.81081081081081,12.36036036036036,33.765765765765764,325
119,0,51.189189189189186,58.693693693693696,76.75675675675676,80.36036036036036,44.85585585585586,92.87387387387388,82.73873873873873,79.8108108108108,70.90090090090091,88.54954954954955,83.49549549549549,4700
120,0,79.34234234234235,86.14414414414415,94.74774774774775,80.36036036036036,75.51351351351352,85.75675675675676,58.054054054054056,78.11711711711712,82.82882882882883,77.85585585585585,72.38738738738739,33000
121,1,23.0990990990991,30.63963963963964,98.62162162162163,98.53153153153153,95.24324324324324,86.74774774774775,94.32432432432432,95.76576576576576,99.67567567567568,98.54954954954955,78.26126126126127,26000
122,0,56.567567567567565,79.42342342342343,6.342342342342342,29.8018018018018,9.882882882882884,18.585585585585587,13.08108108108108,11.297297297297296,13.567567567567568,14.792792792792794,37.351351351351354,178000
123,0,18.216216216216218,57.054054054054056,94.26126126126127,94.43243243243244,89.75675675675676,96.16216216216216,97.27927927927928,96.87387387387388,99.15315315315316,95.74774774774775,98.990990990991,10081
124,1,92.96396396396396,40.1981981981982,60.62162162162162,23.027027027027028,61.72072072072072,78.50450450450451,22.89189189189189,41.432432432432435,42.5045045045045,33.468468468468465,26.855855855855857,9100
125,1,89.45945945945945,77.92792792792793,96.8108108108108,36.711711711711715,18.963963963963963,8.54954954954955,79.90090090090091,36.34234234234234,47.513513513513516,18.225225225225227,70.81981981981981,2744
126,0,35.68468468468468,26.46846846846847,69.48648648648648,79.61261261261261,39.14414414414414,73.5945945945946,76.7927927927928,87.10810810810811,84.65765765765765,82.87387387387388,93.30630630630631,21000
127,1,18.216216216216218,87.64864864864865,62.5945945945946,31.08108108108108,73.1891891891892,59.153153153153156,40.009009009009006,36.34234234234234,59.270270270270274,55.85585585585586,48.414414414414416,46000
128,1,18.216216216216218,82.7927927927928,81.38738738738739,34.27927927927928,88.53153153153153,68.27027027027027,61.13513513513514,66.77477477477477,70.90090090090091,89.84684684684684,56.65765765765766,24000
129,1,83.6036036036036,43.01801801801802,70.91891891891892,38.18018018018018,35.351351351351354,83.33333333333333,59.91891891891892,55.77477477477478,57.270270270270274,60.85585585585586,73.05405405405405,15036
130,0,35.68468468468468,9.17117117117117,43.08108108108108,62.75675675675676,43.252252252252255,45.666666666666664,67.74774774774775,76.27027027027027,63.288288288288285,75.33333333333333,85.12612612612612,8000
131,1,51.189189189189186,90.46846846846847,98.27927927927928,99.82882882882883,81.10810810810811,99.76576576576576,99.89189189189189,99.63963963963964,99.67567567567568,99.81981981981981,99.87387387387388,3400
132,1,12.09009009009009,90.46846846846847,31.36036036036036,43.8018018018018,43.252252252252255,29.945945945945947,17.792792792792792,24.0,25.53153153153153,38.16216216216216,56.65765765765766,241000
133,0,76.1891891891892,11.306306306306306,80.06306306306307,79.61261261261261,95.24324324324324,51.693693693693696,70.72072072072072,94.90990990990991,90.01801801801801,94.17117117117117,91.98198198198199,3030
134,1,59.13513513513514,69.62162162162163,62.5945945945946,70.3963963963964,49.810810810810814,90.6036036036036,59.91891891891892,76.84684684684684,66.04504504504504,65.63963963963964,57.846846846846844,241359
135,1,51.189189189189186,70.64864864864865,66.2072072072072,98.46846846846847,95.24324324324324,31.783783783783782,60.513513513513516,76.84684684684684,90.01801801801801,35.648648648648646,38.072072072072075,250
136,0,61.693693693693696,56.88288288288288,7.153153153153153,95.72972972972973,51.6036036036036,97.63063063063063,75.54054054054055,78.11711711711712,75.8108108108108,55.08108108108108,17.53153153153153,763522
137,0,45.65765765765766,15.36936936936937,64.54054054054055,93.55855855855856,73.1891891891892,75.8018018018018,90.82882882882883,92.58558558558559,87.41441441441441,88.54954954954955,79.78378378378379,39120
138,0,82.3963963963964,65.54954954954955,10.216216216216216,19.56756756756757,31.792792792792792,19.56756756756757,24.35135135135135,22.486486486486488,14.846846846846846,28.864864864864863,50.52252252252252,75371
139,1,90.27027027027027,31.00900900900901,72.27027027027027,46.13513513513514,53.2972972972973,68.27027027027027,92.01801801801801,90.45945945945945,91.43243243243244,80.08108108108108,96.8108108108108,2000
140,0,56.567567567567565,57.693693693693696,10.216216216216216,29.8018018018018,13.504504504504505,36.78378378378378,58.054054054054056,88.13513513513513,61.450450450450454,58.747747747747745,91.03603603603604,1200
141,0,76.1891891891892,94.52252252252252,53.072072072072075,53.252252252252255,53.2972972972973,31.234234234234233,21.513513513513512,35.108108108108105,47.513513513513516,59.93693693693694,74.65765765765765,132000
142,1,39.450450450450454,41.0990990990991,34.85585585585586,62.75675675675676,89.75675675675676,17.82882882882883,64.63063063063063,35.747747747747745,32.77477477477478,51.729729729729726,33.765765765765764,150000
143,1,5.657657657657658,3.4144144144144146,81.38738738738739,20.396396396396398,83.14414414414415,22.135135135135137,6.198198198198198,29.306306306306308,13.567567567567568,13.594594594594595,35.42342342342342,420000
144,1,12.09009009009009,72.78378378378379,15.9009009009009,31.90990990990991,15.774774774774775,82.72972972972973,24.35135135135135,42.765765765765764,8.567567567567568,11.81081081081081,66.98198198198199,5240
